-3.5	 50.8	 0.000	 0.000
-1.7	 50.8	 0.000	 0.000
0.1	 50.8	 -0.093	 -0.888
1.8	 50.8	 -0.047	 -0.584
3.7	 50.8	 -0.105	 -0.596
5.5	 50.8	 -0.070	 -0.572
7.2	 50.8	 -0.093	 -0.561
9.0	 50.8	 -0.082	 -0.467
10.8	 50.8	 -0.105	 -0.444
12.6	 50.8	 -0.012	 -0.502
14.3	 50.8	 -0.140	 -0.350
16.2	 50.8	 -0.164	 -0.315
18.0	 50.8	 -0.140	 -0.374
19.8	 50.8	 -0.082	 -0.128
21.6	 50.8	 -0.012	 -0.152
23.3	 50.8	 -0.035	 -0.234
25.2	 50.8	 -0.035	 -0.234
27.0	 50.8	 -0.058	 -0.222
28.8	 50.8	 -0.105	 -0.257
30.6	 50.8	 -0.117	 -0.315
32.3	 50.8	 -0.105	 -0.199
34.2	 50.8	 -0.058	 -0.140
35.8	 50.8	 -0.140	 -0.187
37.7	 50.8	 -0.105	 -0.210
39.5	 50.8	 -0.164	 -0.234
41.3	 50.8	 -0.093	 -0.140
43.1	 50.8	 0.023	 -0.210
44.8	 50.8	 -0.012	 -0.245
46.7	 50.8	 -0.023	 -0.280
48.5	 50.8	 -0.012	 -0.245
50.3	 50.8	 -0.070	 -0.199
52.1	 50.8	 -0.082	 -0.152
53.8	 50.8	 0.093	 -0.210
55.7	 50.8	 0.117	 -0.315
57.5	 50.8	 0.058	 -0.362
59.3	 50.8	 0.023	 -0.280
61.1	 50.8	 -0.047	 -0.455
62.8	 50.8	 -0.070	 -0.467
64.6	 50.8	 -0.035	 -0.432
66.3	 50.8	 0.000	 0.000
68.2	 50.8	 0.000	 0.000
-3.5	 52.6	 0.000	 0.000
-1.7	 52.6	 0.000	 0.000
0.1	 52.6	 0.000	 0.000
1.8	 52.6	 -0.058	 -0.607
3.7	 52.6	 -0.047	 -0.537
5.5	 52.6	 -0.105	 -0.561
7.2	 52.6	 -0.117	 -0.491
9.0	 52.6	 -0.152	 -0.432
10.8	 52.6	 -0.058	 -0.514
12.6	 52.6	 -0.035	 -0.479
14.3	 52.6	 -0.070	 -0.339
16.2	 52.6	 -0.070	 -0.432
18.0	 52.6	 -0.012	 -0.374
19.8	 52.6	 -0.070	 -0.315
21.6	 52.6	 -0.082	 -0.222
23.3	 52.6	 -0.164	 -0.269
25.2	 52.6	 -0.058	 -0.199
27.0	 52.6	 -0.140	 -0.234
28.8	 52.6	 -0.070	 -0.257
30.6	 52.6	 -0.105	 -0.234
32.3	 52.6	 -0.093	 -0.304
34.2	 52.6	 -0.047	 -0.187
35.8	 52.6	 -0.082	 -0.199
37.7	 52.6	 -0.023	 -0.175
39.5	 52.6	 -0.070	 -0.199
41.3	 52.6	 -0.082	 -0.187
43.1	 52.6	 -0.140	 -0.292
