-1.7	 50.8	 0.000	 0.000
0.0	 50.8	 0.000	 0.000
1.9	 50.8	 -0.012	 -0.537
3.6	 50.8	 -0.012	 -0.549
5.5	 50.8	 0.000	 -0.561
7.3	 50.8	 0.000	 -0.537
9.0	 50.8	 0.000	 -0.514
10.8	 50.8	 -0.035	 -0.444
12.5	 50.8	 -0.012	 -0.467
14.4	 50.8	 0.012	 -0.467
16.1	 50.8	 -0.012	 -0.455
18.0	 50.8	 -0.023	 -0.479
19.8	 50.8	 -0.023	 -0.444
21.5	 50.8	 -0.023	 -0.362
23.4	 50.8	 -0.023	 -0.222
25.1	 50.8	 -0.047	 -0.175
27.0	 50.8	 -0.035	 -0.164
28.8	 50.8	 -0.012	 -0.164
30.5	 50.8	 -0.035	 -0.117
32.4	 50.8	 -0.093	 -0.164
34.1	 50.8	 -0.070	 -0.222
36.0	 50.8	 -0.070	 -0.280
37.6	 50.8	 0.000	 0.000
39.5	 50.8	 -0.023	 -0.222
41.3	 50.8	 0.000	 0.035
43.0	 50.8	 0.035	 -0.058
44.9	 50.8	 0.023	 -0.093
46.6	 50.8	 0.012	 0.082
48.5	 50.8	 0.035	 0.012
50.3	 50.8	 0.012	 0.047
52.0	 50.8	 0.012	 0.023
53.9	 50.8	 0.035	 0.093
55.6	 50.8	 -0.058	 0.023
57.5	 50.8	 0.058	 0.058
59.3	 50.8	 -0.210	 0.082
61.0	 50.8	 0.117	 -0.385
62.9	 50.8	 -0.210	 -0.152
64.6	 50.8	 -0.292	 -0.164
66.4	 50.8	 0.187	 0.689
68.1	 50.8	 0.187	 0.666
70.0	 50.8	 0.000	 0.000
-1.7	 52.6	 0.000	 0.000
0.0	 52.6	 0.000	 0.000
1.9	 52.6	 0.000	 -0.537
3.6	 52.6	 0.012	 -0.549
5.5	 52.6	 0.012	 -0.561
7.3	 52.6	 0.000	 -0.549
9.0	 52.6	 -0.012	 -0.455
10.8	 52.6	 0.000	 -0.455
12.5	 52.6	 -0.012	 -0.491
14.4	 52.6	 -0.012	 -0.491
16.1	 52.6	 -0.012	 -0.362
18.0	 52.6	 -0.012	 -0.409
19.8	 52.6	 -0.035	 -0.420
21.5	 52.6	 -0.047	 -0.374
23.4	 52.6	 -0.035	 -0.187
25.1	 52.6	 -0.035	 -0.152
27.0	 52.6	 -0.035	 -0.164
28.8	 52.6	 -0.047	 -0.140
30.5	 52.6	 -0.058	 -0.152
32.4	 52.6	 -0.047	 -0.117
34.1	 52.6	 -0.023	 -0.105
36.0	 52.6	 0.012	 -0.175
37.6	 52.6	 0.023	 -0.164
39.5	 52.6	 -0.070	 0.093
41.3	 52.6	 -0.117	 -0.058
43.0	 52.6	 -0.047	 -0.070
44.9	 52.6	 -0.012	 -0.023
46.6	 52.6	 -0.023	 0.012
48.5	 52.6	 0.000	 0.070
50.3	 52.6	 0.035	 0.000
52.0	 52.6	 0.012	 0.012
53.9	 52.6	 0.012	 0.023
55.6	 52.6	 -0.093	 0.058
57.5	 52.6	 0.000	 0.082
59.3	 52.6	 0.269	 -0.117
61.0	 52.6	 0.164	 -0.152
62.9	 52.6	 0.023	 0.000
64.6	 52.6	 -0.047	 -0.455
66.4	 52.6	 0.093	 -0.526
68.1	 52.6	 0.000	 0.000
70.0	 52.6	 0.000	 0.000
-1.7	 54.4	 0.000	 0.000
0.0	 54.4	 0.000	 0.000
1.9	 54.4	 -0.012	 -0.549
3.6	 54.4	 0.035	 -0.526
5.5	 54.4	 0.000	 -0.537
7.3	 54.4	 0.000	 -0.502
9.0	 54.4	 0.012	 -0.455
10.8	 54.4	 0.012	 -0.420
12.5	 54.4	 0.000	 -0.467
14.4	 54.4	 0.012	 -0.467
16.1	 54.4	 -0.023	 -0.385
18.0	 54.4	 -0.023	 -0.432
19.8	 54.4	 -0.058	 -0.432
21.5	 54.4	 0.000	 -0.315
23.4	 54.4	 -0.035	 -0.187
25.1	 54.4	 -0.047	 -0.140
27.0	 54.4	 -0.070	 -0.152
28.8	 54.4	 -0.058	 -0.128
30.5	 54.4	 -0.058	 -0.117
32.4	 54.4	 -0.035	 -0.128
34.1	 54.4	 -0.058	 -0.082
36.0	 54.4	 -0.058	 -0.140
37.6	 54.4	 -0.035	 -0.140
39.5	 54.4	 -0.035	 -0.023
41.3	 54.4	 -0.058	 -0.140
43.0	 54.4	 0.047	 -0.023
44.9	 54.4	 -0.035	 -0.023
46.6	 54.4	 0.035	 -0.012
48.5	 54.4	 0.000	 0.023
50.3	 54.4	 -0.012	 0.047
52.0	 54.4	 -0.070	 0.105
53.9	 54.4	 0.000	 0.082
55.6	 54.4	 -0.210	 0.257
57.5	 54.4	 -0.023	 -0.012
59.3	 54.4	 -0.070	 0.000
61.0	 54.4	 -0.152	 -0.047
62.9	 54.4	 0.128	 0.000
64.6	 54.4	 0.082	 -0.070
66.4	 54.4	 -0.105	 -0.420
68.1	 54.4	 0.000	 0.000
70.0	 54.4	 0.000	 0.000
-1.7	 56.1	 0.000	 0.000
0.0	 56.1	 0.000	 0.000
1.9	 56.1	 0.000	 -0.502
3.6	 56.1	 0.012	 -0.526
5.5	 56.1	 0.012	 -0.514
7.3	 56.1	 -0.023	 -0.339
9.0	 56.1	 0.012	 -0.397
10.8	 56.1	 0.012	 -0.455
12.5	 56.1	 -0.012	 -0.397
14.4	 56.1	 0.023	 -0.420
16.1	 56.1	 -0.035	 -0.374
18.0	 56.1	 -0.012	 -0.385
19.8	 56.1	 0.000	 -0.409
21.5	 56.1	 -0.035	 -0.280
23.4	 56.1	 -0.058	 -0.187
25.1	 56.1	 -0.058	 -0.140
27.0	 56.1	 -0.047	 -0.105
28.8	 56.1	 -0.047	 -0.117
30.5	 56.1	 -0.058	 -0.093
32.4	 56.1	 -0.035	 -0.082
34.1	 56.1	 -0.035	 -0.070
36.0	 56.1	 -0.023	 -0.047
37.6	 56.1	 -0.012	 -0.035
39.5	 56.1	 -0.023	 0.023
41.3	 56.1	 -0.012	 0.105
43.0	 56.1	 0.000	 0.000
44.9	 56.1	 -0.012	 0.023
46.6	 56.1	 -0.012	 0.023
48.5	 56.1	 0.012	 0.047
50.3	 56.1	 0.023	 0.093
52.0	 56.1	 -0.023	 0.058
53.9	 56.1	 -0.070	 0.012
55.6	 56.1	 0.035	 -0.012
57.5	 56.1	 -0.012	 0.093
59.3	 56.1	 -0.070	 -0.035
61.0	 56.1	 -0.070	 -0.105
62.9	 56.1	 0.105	 -0.269
64.6	 56.1	 -0.023	 0.012
66.4	 56.1	 0.023	 -0.164
68.1	 56.1	 0.000	 0.000
70.0	 56.1	 0.000	 0.000
-1.7	 57.9	 0.000	 0.000
0.0	 57.9	 0.000	 0.000
1.9	 57.9	 0.012	 -0.526
3.6	 57.9	 -0.012	 -0.502
5.5	 57.9	 -0.012	 -0.491
7.3	 57.9	 -0.012	 -0.315
9.0	 57.9	 -0.023	 -0.362
10.8	 57.9	 -0.023	 -0.350
12.5	 57.9	 -0.012	 -0.304
14.4	 57.9	 -0.035	 -0.350
16.1	 57.9	 0.012	 -0.339
18.0	 57.9	 0.000	 -0.327
19.8	 57.9	 -0.023	 -0.339
21.5	 57.9	 -0.047	 -0.245
23.4	 57.9	 -0.047	 -0.187
25.1	 57.9	 -0.047	 -0.117
27.0	 57.9	 -0.035	 -0.128
28.8	 57.9	 -0.023	 -0.093
30.5	 57.9	 -0.035	 -0.058
32.4	 57.9	 -0.035	 -0.082
34.1	 57.9	 -0.023	 -0.047
36.0	 57.9	 -0.012	 -0.058
37.6	 57.9	 -0.012	 -0.058
39.5	 57.9	 -0.047	 0.012
41.3	 57.9	 -0.047	 -0.012
43.0	 57.9	 -0.023	 0.047
44.9	 57.9	 -0.035	 0.070
46.6	 57.9	 -0.035	 0.023
48.5	 57.9	 0.035	 0.140
50.3	 57.9	 0.023	 0.070
52.0	 57.9	 0.047	 -0.012
53.9	 57.9	 -0.070	 0.035
55.6	 57.9	 -0.093	 0.000
57.5	 57.9	 0.023	 -0.047
59.3	 57.9	 0.035	 -0.047
61.0	 57.9	 0.175	 -0.023
62.9	 57.9	 0.257	 -0.070
64.6	 57.9	 0.070	 0.070
66.4	 57.9	 0.187	 -0.280
68.1	 57.9	 0.000	 0.000
70.0	 57.9	 0.000	 0.000
-1.7	 59.8	 0.000	 0.000
0.0	 59.8	 0.000	 0.000
1.9	 59.8	 -0.023	 -0.502
3.6	 59.8	 -0.012	 -0.455
5.5	 59.8	 0.000	 -0.502
7.3	 59.8	 0.023	 -0.420
9.0	 59.8	 -0.012	 -0.315
10.8	 59.8	 -0.012	 -0.350
12.5	 59.8	 -0.023	 -0.327
14.4	 59.8	 -0.023	 -0.292
16.1	 59.8	 -0.023	 -0.245
18.0	 59.8	 -0.012	 -0.327
19.8	 59.8	 -0.023	 -0.257
21.5	 59.8	 -0.047	 -0.210
23.4	 59.8	 -0.035	 -0.187
25.1	 59.8	 -0.047	 -0.117
27.0	 59.8	 -0.035	 -0.105
28.8	 59.8	 -0.035	 -0.093
30.5	 59.8	 -0.035	 -0.082
32.4	 59.8	 -0.047	 -0.082
34.1	 59.8	 -0.035	 -0.035
36.0	 59.8	 -0.012	 -0.012
37.6	 59.8	 -0.023	 -0.023
39.5	 59.8	 -0.070	 0.023
41.3	 59.8	 -0.012	 0.035
43.0	 59.8	 -0.035	 0.047
44.9	 59.8	 -0.093	 0.012
46.6	 59.8	 -0.058	 0.082
48.5	 59.8	 0.000	 0.047
50.3	 59.8	 -0.012	 0.047
52.0	 59.8	 -0.058	 0.128
53.9	 59.8	 0.000	 0.082
55.6	 59.8	 0.012	 0.058
57.5	 59.8	 0.012	 -0.023
59.3	 59.8	 -0.023	 -0.012
61.0	 59.8	 -0.012	 -0.082
62.9	 59.8	 0.070	 -0.199
64.6	 59.8	 0.128	 -0.175
66.4	 59.8	 0.128	 -0.269
68.1	 59.8	 0.000	 0.000
70.0	 59.8	 0.000	 0.000
-1.7	 61.4	 0.000	 0.000
0.0	 61.4	 0.000	 0.000
1.9	 61.4	 -0.012	 -0.455
3.6	 61.4	 0.000	 -0.467
5.5	 61.4	 0.035	 -0.397
7.3	 61.4	 -0.023	 -0.315
9.0	 61.4	 -0.023	 -0.327
10.8	 61.4	 -0.035	 -0.339
12.5	 61.4	 -0.012	 -0.222
14.4	 61.4	 0.012	 -0.199
16.1	 61.4	 -0.058	 -0.257
18.0	 61.4	 -0.047	 -0.234
19.8	 61.4	 -0.047	 -0.234
21.5	 61.4	 -0.047	 -0.187
23.4	 61.4	 -0.023	 -0.128
25.1	 61.4	 -0.082	 -0.093
